AWS App Name,Action Name,Connector Activity Name,Browser and API Traffic
Amazon Redshift,ResizeCluster,Edit,Yes
Amazon Redshift,RevokeClusterSecurityGroupIngress,Delete,Yes
Amazon Redshift,DescribeClusterTracks,View,Yes
Amazon Redshift,RebootCluster,Reboot,Yes
Amazon Redshift,CreateTags,Create,Yes
Amazon Redshift,CreateHsmClientCertificate,Create,Yes
Amazon Redshift,RestoreFromClusterSnapshot,Create,Yes
Amazon Redshift,ModifySnapshotSchedule,Edit,Yes
Amazon Redshift,DeleteCluster,Delete,Yes
Amazon Redshift,DescribeSnapshotCopyGrants,View,Yes
Amazon Redshift,DescribeDefaultClusterParameters,View,Yes
Amazon Redshift,ModifyClusterSnapshots,Edit,Yes
Amazon Redshift,CreateClusterSnapshot,Create,Yes
Amazon Redshift,CreateHsmConfiguration,Create,Yes
Amazon Redshift,ModifyClusterDbRevision,Edit,Yes
Amazon Redshift,CreateSnapshotSchedule,Create,Yes
Amazon Redshift,PauseCluster,Create,Yes
Amazon Redshift,CreateCluster,Create,Yes
Amazon Redshift,ModifyUsageLimit,Edit,Yes
Amazon Redshift,CreateUsageLimit,Create,Yes
Amazon Redshift,DeleteEventSubscription,Delete,Yes
Amazon Redshift,EnableSnapshotCopy,Enable,Yes
Amazon Redshift,AuthorizeEndpointAccess,Create,Yes
Amazon Redshift,DescribeEventSubscriptions,View,Yes
Amazon Redshift,CreateClusterSecurityGroup,Create,Yes
Amazon Redshift,ModifyScheduledAction,Edit,Yes
Amazon Redshift,DeleteHsmConfiguration,Delete,Yes
Amazon Redshift,GetReservedNodeExchangeOfferings,View,Yes
Amazon Redshift,RevokeEndpointAccess,Delete,Yes
Amazon Redshift,DescribeAccountAttributes,View,Yes
Amazon Redshift,CreateEndpointAccess,Create,Yes
Amazon Redshift,DescribeClusterParameters,View,Yes
Amazon Redshift,DeleteEndpointAccess,Delete,Yes
Amazon Redshift,DescribeClusterParameterGroups,View,Yes
Amazon Redshift,DescribeLoggingStatus,View,Yes
Amazon Redshift,DescribeOrderableClusterOptions,View,Yes
Amazon Redshift,AcceptReservedNodeExchange,Approve,Yes
Amazon Redshift,DeleteClusterSubnetGroup,Delete,Yes
Amazon Redshift,ResetClusterParameterGroup,Edit,Yes
Amazon Redshift,DescribeEndpointAccess,View,Yes
Amazon Redshift,RestoreTableFromClusterSnapshot,Create,Yes
Amazon Redshift,DescribeReservedNodeOfferings,View,Yes
Amazon Redshift,DescribeTags,View,Yes
Amazon Redshift,DescribeClusters,View,Yes
Amazon Redshift,DisableSnapshotCopy,Delete,Yes
Amazon Redshift,ModifyEventSubscription,Edit,Yes
Amazon Redshift,DescribeReservedNodes,View,Yes
Amazon Redshift,DeleteHsmClientCertificate,Delete,Yes
Amazon Redshift,PurchaseReservedNodeOffering,Purchase,Yes
Amazon Redshift,DescribeHsmClientCertificates,View,Yes
Amazon Redshift,CreateScheduledAction,Create,Yes
Amazon Redshift,DeleteUsageLimit,Delete,Yes
Amazon Redshift,DeleteClusterParameterGroup,Delete,Yes
Amazon Redshift,DescribeEventCategories,View,Yes
Amazon Redshift,DescribeNodeConfigurationOptions,View,Yes
Amazon Redshift,DescribeSnapshotSchedules,View,Yes
Amazon Redshift,DeleteSnapshotCopyGrant,Delete,Yes
Amazon Redshift,ResumeCluster,Create,Yes
Amazon Redshift,ModifyAquaConfiguration,Edit,Yes
Amazon Redshift,CreateClusterParameterGroup,Create,Yes
Amazon Redshift,CreateEventSubscription,Create,Yes
Amazon Redshift,DescribeClusterVersions,View,Yes
Amazon Redshift,RevokeSnapshotAccess,Delete,Yes
Amazon Redshift,DescribeClusterDbRevisions,View,Yes
Amazon Redshift,DescribeUsageLimits,View,Yes
Amazon Redshift,DescribeResize,View,Yes
Amazon Redshift,DescribeEndpointAuthorization,View,Yes
Amazon Redshift,DescribeTableRestoreStatus,View,Yes
Amazon Redshift,RotateEncryptionKey,Create,Yes
Amazon Redshift,CancelResize,Delete,Yes
Amazon Redshift,DescribeStorage,View,Yes
Amazon Redshift,DeleteClusterSecurityGroup,Delete,Yes
Amazon Redshift,EnableLogging,Enable,Yes
Amazon Redshift,ModifyClusterSubnetGroup,Edit,Yes
Amazon Redshift,GetClusterCredentials,View,Yes
Amazon Redshift,ModifySnapshotCopyRetentionPeriod,Edit,Yes
Amazon Redshift,DeleteSnapshotSchedule,Delete,Yes
Amazon Redshift,DescribeEvents,View,Yes
Amazon Redshift,AuthorizeClusterSecurityGroupIngress,Create,Yes
Amazon Redshift,ModifyClusterMaintenance,Edit,Yes
Amazon Redshift,CreateClusterSubnetGroup,Create,Yes
Amazon Redshift,DeleteScheduledAction,Delete,Yes
Amazon Redshift,ModifyClusterSnapshotSchedule,Edit,Yes
Amazon Redshift,DeleteClusterSnapshots,Delete,Yes
Amazon Redshift,DescribeClusterSnapshots,View,Yes
Amazon Redshift,ModifyEndpointAccess,Edit,Yes
Amazon Redshift Data API Service,ListSchemas,View,Yes
Amazon Redshift Data API Service,ListStatements,View,Yes
Amazon Redshift Data API Service,CancelStatement,Delete,Yes
Amazon Redshift Data API Service,DescribeTable,View,Yes
Amazon Redshift Data API Service,ListTables,View,Yes
Amazon Redshift Data API Service,ExecuteStatement,Create,Yes
Amazon Redshift Data API Service,DescribeStatement,View,Yes
Amazon Redshift Data API Service,GetStatementResult,View,Yes
Amazon Redshift Data API Service,ListDatabases,View,Yes
Amazon Resource Access Manager,EnableSharingWithAwsOrganization,Enable,Yes
Amazon Resource Access Manager,ListPrincipals,View,Yes
Amazon Resource Access Manager,ListResourceSharePermissions,View,Yes
Amazon Resource Access Manager,AssociateResourceShare,Create,Yes
Amazon Resource Access Manager,RejectResourceShareInvitation,Reject,Yes
Amazon Resource Access Manager,UpdateResourceShare,Edit,Yes
Amazon Resource Access Manager,DisassociateResourceSharePermission,Delete,Yes
Amazon Resource Access Manager,GetPermission,View,Yes
Amazon Resource Access Manager,PromoteResourceShareCreatedFromPolicy,Create,Yes
Amazon Resource Access Manager,ListPendingInvitationResources,View,Yes
Amazon Resource Access Manager,DisassociateResourceShare,Delete,Yes
Amazon Resource Access Manager,ListResourceTypes,View,Yes
Amazon Resource Access Manager,TagResource,Create,Yes
Amazon Resource Access Manager,GetResourceShares,View,Yes
Amazon Resource Access Manager,GetResourceShareAssociations,View,Yes
Amazon Resource Access Manager,GetResourceShareInvitations,View,Yes
Amazon Resource Access Manager,DeleteResourceShare,Delete,Yes
Amazon Resource Access Manager,ListResources,View,Yes
Amazon Resource Access Manager,AcceptResourceShareInvitation,Approve,Yes
Amazon Resource Access Manager,AssociateResourceSharePermission,Create,Yes
Amazon Resource Access Manager,GetResourcePolicies,View,Yes
Amazon Resource Access Manager,ListPermissions,View,Yes
Amazon Resource Access Manager,UntagResource,Delete,Yes
Amazon Resource Access Manager,CreateResourceShare,Create,Yes
Amazon Route 53,DisassociateVPCFromHostedZone,Delete,API Only
Amazon Route 53,DisableHostedZoneDNSSEC,Delete,API Only
Amazon Route 53,CreateHealthCheck,Create,API Only
Amazon Route 53,ListHealthChecks,View,API Only
Amazon Route 53,UpdateTrafficPolicyInstance,Edit,API Only
Amazon Route 53,GetTrafficPolicyInstance,View,API Only
Amazon Route 53,DeleteTrafficPolicyInstance,Delete,API Only
Amazon Route 53,ListHostedZonesByVPC,View,API Only
Amazon Route 53,ListTrafficPolicyVersions,View,API Only
Amazon Route 53,DeactivateKeySigningKey,Deactivate,API Only
Amazon Route 53,GetAccountLimit,View,API Only
Amazon Route 53,GetReusableDelegationSetLimit,View,API Only
Amazon Route 53,ListHostedZonesByName,View,API Only
Amazon Route 53,ListResourceRecordSets,View,API Only
Amazon Route 53,GetDNSSEC,View,API Only
Amazon Route 53,GetGeoLocation,View,API Only
Amazon Route 53,CreateKeySigningKey,Create,API Only
Amazon Route 53,UpdateHealthCheck,Edit,API Only
Amazon Route 53,GetHealthCheck,View,API Only
Amazon Route 53,DeleteHealthCheck,Delete,API Only
Amazon Route 53,ListTagsForResources,View,API Only
Amazon Route 53,UpdateHostedZoneComment,Edit,API Only
Amazon Route 53,GetHostedZone,View,API Only
Amazon Route 53,DeleteHostedZone,Delete,API Only
Amazon Route 53,ListGeoLocations,View,API Only
Amazon Route 53,GetHostedZoneCount,View,API Only
Amazon Route 53,UpdateTrafficPolicyComment,Edit,API Only
Amazon Route 53,GetTrafficPolicy,View,API Only
Amazon Route 53,DeleteTrafficPolicy,Delete,API Only
Amazon Route 53,ChangeTagsForResource,Create,API Only
Amazon Route 53,ListTagsForResource,View,API Only
Amazon Route 53,CreateQueryLoggingConfig,Create,API Only
Amazon Route 53,ListQueryLoggingConfigs,View,API Only
Amazon Route 53,CreateReusableDelegationSet,Create,API Only
Amazon Route 53,ListReusableDelegationSets,View,API Only
Amazon Route 53,GetTrafficPolicyInstanceCount,View,API Only
Amazon Route 53,TestDNSAnswer,View,API Only
Amazon Route 53,ActivateKeySigningKey,Activate,API Only
Amazon Route 53,GetCheckerIpRanges,View,API Only
Amazon Route 53,GetChange,View,API Only
Amazon Route 53,GetReusableDelegationSet,View,API Only
Amazon Route 53,DeleteReusableDelegationSet,Delete,API Only
Amazon Route 53,ListTrafficPolicyInstancesByPolicy,View,API Only
Amazon Route 53,ListTrafficPolicies,View,API Only
Amazon Route 53,GetHealthCheckCount,View,API Only
Amazon Route 53,CreateTrafficPolicy,Create,API Only
Amazon Route 53,GetHealthCheckStatus,View,API Only
Amazon Route 53,GetHostedZoneLimit,View,API Only
Amazon Route 53,AssociateVPCWithHostedZone,Create,API Only
Amazon Route 53,EnableHostedZoneDNSSEC,Enable,API Only
Amazon Route 53,ChangeResourceRecordSets,Create,API Only
Amazon Route 53,DeleteVPCAssociationAuthorization,Delete,API Only
Amazon Route 53,CreateVPCAssociationAuthorization,Create,API Only
Amazon Route 53,ListVPCAssociationAuthorizations,View,API Only
Amazon Route 53,DeleteKeySigningKey,Delete,API Only
Amazon Route 53,CreateHostedZone,Create,API Only
Amazon Route 53,ListHostedZones,View,API Only
Amazon Route 53,CreateTrafficPolicyVersion,Create,API Only
Amazon Route 53,GetQueryLoggingConfig,View,API Only
Amazon Route 53,DeleteQueryLoggingConfig,Delete,API Only
Amazon Route 53,CreateTrafficPolicyInstance,Create,API Only
Amazon Route 53,ListTrafficPolicyInstances,View,API Only
Amazon Route 53,GetHealthCheckLastFailureReason,View,API Only
Amazon Route 53,ListTrafficPolicyInstancesByHostedZone,View,API Only
Amazon S3,CreateBucket,Create,Yes
Amazon S3,HeadBucket,View,Yes
Amazon S3,ListObjects,View,Yes
Amazon S3,DeleteBucket,Delete,Yes
Amazon S3,ListObjectVersions,View,Yes
Amazon S3,PutBucketOwnershipControls,Edit,Yes
Amazon S3,GetBucketOwnershipControls,View,Yes
Amazon S3,DeleteBucketOwnershipControls,Delete,Yes
Amazon S3,PutBucketRequestPayment,Edit,Yes
Amazon S3,GetBucketRequestPayment,View,Yes
Amazon S3,ListBucketMetricsConfigurations,View,Yes
Amazon S3,PutObjectAcl,Edit,Yes
Amazon S3,GetObjectAcl,View,Yes
Amazon S3,PutBucketTagging,Edit,Yes
Amazon S3,GetBucketTagging,View,Yes
Amazon S3,DeleteBucketTagging,Delete,Yes
Amazon S3,DeleteObjects,Delete,Yes
Amazon S3,CompleteMultipartUpload,Create,Yes
Amazon S3,ListParts,View,Yes
Amazon S3,AbortMultipartUpload,Delete,Yes
Amazon S3,ListBuckets,View,Yes
Amazon S3,GetBucketLocation,View,Yes
Amazon S3,PutBucketIntelligentTieringConfiguration,Edit,Yes
Amazon S3,GetBucketIntelligentTieringConfiguration,View,Yes
Amazon S3,DeleteBucketIntelligentTieringConfiguration,Delete,Yes
Amazon S3,PutBucketEncryption,Edit,Yes
Amazon S3,GetBucketEncryption,View,Yes
Amazon S3,DeleteBucketEncryption,Delete,Yes
Amazon S3,ListBucketIntelligentTieringConfigurations,View,Yes
Amazon S3,GetBucketPolicyStatus,View,Yes
Amazon S3,PutBucketAnalyticsConfiguration,Edit,Yes
Amazon S3,GetBucketAnalyticsConfiguration,View,Yes
Amazon S3,DeleteBucketAnalyticsConfiguration,Delete,Yes
Amazon S3,PutBucketPolicy,Edit,Yes
Amazon S3,GetBucketPolicy,View,Yes
Amazon S3,DeleteBucketPolicy,Delete,Yes
Amazon S3,ListBucketInventoryConfigurations,View,Yes
Amazon S3,PutBucketVersioning,Edit,Yes
Amazon S3,GetBucketVersioning,View,Yes
Amazon S3,PutBucketNotification,Edit,Yes
Amazon S3,GetBucketNotification,View,Yes
Amazon S3,PutBucketReplication,Edit,Yes
Amazon S3,GetBucketReplication,View,Yes
Amazon S3,DeleteBucketReplication,Delete,Yes
Amazon S3,PutObjectLockConfiguration,Edit,Yes
Amazon S3,GetObjectLockConfiguration,View,Yes
Amazon S3,SelectObjectContent,Create,Yes
Amazon S3,CopyObject,Copy,Yes
Amazon S3,PutBucketMetricsConfiguration,Edit,Yes
Amazon S3,GetBucketMetricsConfiguration,View,Yes
Amazon S3,DeleteBucketMetricsConfiguration,Delete,Yes
Amazon S3,UploadPart,Upload,Yes
Amazon S3,UploadPartCopy,Upload,Yes
Amazon S3,PutObjectRetention,Edit,Yes
Amazon S3,GetObjectRetention,View,Yes
Amazon S3,ListObjectsV,View,Yes
Amazon S3,RestoreObject,Create,Yes
Amazon S3,PutBucketAcl,Edit,Yes
Amazon S3,GetBucketAcl,View,Yes
Amazon S3,PutBucketWebsite,Edit,Yes
Amazon S3,GetBucketWebsite,View,Yes
Amazon S3,DeleteBucketWebsite,Delete,Yes
Amazon S3,PutBucketAccelerateConfiguration,Edit,Yes
Amazon S3,GetBucketAccelerateConfiguration,View,Yes
Amazon S3,CreateMultipartUpload,Create,Yes
Amazon S3,ListBucketAnalyticsConfigurations,View,Yes
Amazon S3,PutObject,Edit,Yes
Amazon S3,HeadObject,View,Yes
Amazon S3,GetObject,View,Yes
Amazon S3,DeleteObject,Delete,Yes
Amazon S3,PutBucketLifecycle,Edit,Yes
Amazon S3,GetBucketLifecycle,View,Yes
Amazon S3,PutBucketInventoryConfiguration,Edit,Yes
Amazon S3,GetBucketInventoryConfiguration,View,Yes
Amazon S3,DeleteBucketInventoryConfiguration,Delete,Yes
Amazon S3,ListMultipartUploads,View,Yes
Amazon S3,PutBucketLifecycleConfiguration,Edit,Yes
Amazon S3,GetBucketLifecycleConfiguration,View,Yes
Amazon S3,DeleteBucketLifecycle,Delete,Yes
Amazon S3,WriteGetObjectResponse,Create,Yes
Amazon S3,PutPublicAccessBlock,Edit,Yes
Amazon S3,GetPublicAccessBlock,View,Yes
Amazon S3,DeletePublicAccessBlock,Delete,Yes
Amazon S3,PutBucketCors,Edit,Yes
Amazon S3,GetBucketCors,View,Yes
Amazon S3,DeleteBucketCors,Delete,Yes
Amazon S3,PutObjectLegalHold,Edit,Yes
Amazon S3,GetObjectLegalHold,View,Yes
Amazon S3,PutBucketLogging,Edit,Yes
Amazon S3,GetBucketLogging,View,Yes
Amazon S3,PutBucketNotificationConfiguration,Edit,Yes
Amazon S3,GetBucketNotificationConfiguration,View,Yes
Amazon S3,GetObjectTorrent,View,Yes
Amazon S3,PutObjectTagging,Edit,Yes
Amazon S3,GetObjectTagging,View,Yes
Amazon S3,DeleteObjectTagging,Delete,Yes
Amazon Secrets Manager,ReplicateSecretToRegions,Create,Yes
Amazon Secrets Manager,RotateSecret,Create,Yes
Amazon Secrets Manager,GetRandomPassword,View,Yes
Amazon Secrets Manager,PutSecretValue,Edit,Yes
Amazon Secrets Manager,UpdateSecretVersionStage,Edit,Yes
Amazon Secrets Manager,StopReplicationToReplica,Stop,Yes
Amazon Secrets Manager,DeleteResourcePolicy,Delete,Yes
Amazon Secrets Manager,ValidateResourcePolicy,Create,Yes
Amazon Secrets Manager,GetResourcePolicy,View,Yes
Amazon Secrets Manager,RestoreSecret,Create,Yes
Amazon Secrets Manager,RemoveRegionsFromReplication,Delete,Yes
Amazon Secrets Manager,DescribeSecret,View,Yes
Amazon Secrets Manager,TagResource,Create,Yes
Amazon Secrets Manager,UntagResource,Delete,Yes
Amazon Secrets Manager,CreateSecret,Create,Yes
Amazon Secrets Manager,DeleteSecret,Delete,Yes
Amazon Secrets Manager,GetSecretValue,View,Yes
Amazon Secrets Manager,UpdateSecret,Edit,Yes
Amazon Secrets Manager,CancelRotateSecret,Delete,Yes
Amazon Secrets Manager,PutResourcePolicy,Edit,Yes
Amazon Secrets Manager,ListSecretVersionIds,View,Yes
Amazon Secrets Manager,ListSecrets,View,Yes
Amazon SNS,CreatePlatformApplication,Create,Yes
Amazon SNS,SetEndpointAttributes,Create,Yes
Amazon SNS,ConfirmSubscription,Create,Yes
Amazon SNS,ListTopics,View,Yes
Amazon SNS,CreatePlatformEndpoint,Create,Yes
Amazon SNS,ListTagsForResource,View,Yes
Amazon SNS,SetPlatformApplicationAttributes,Create,Yes
Amazon SNS,DeleteTopic,Delete,Yes
Amazon SNS,GetSubscriptionAttributes,View,Yes
Amazon SNS,SetSMSAttributes,Create,Yes
Amazon SNS,SetSubscriptionAttributes,Create,Yes
Amazon SNS,GetTopicAttributes,View,Yes
Amazon SNS,Unsubscribe,Create,Yes
Amazon SNS,CreateTopic,Create,Yes
Amazon SNS,DeletePlatformApplication,Delete,Yes
Amazon SNS,GetSMSAttributes,View,Yes
Amazon SNS,CheckIfPhoneNumberIsOptedOut,Create,Yes
Amazon SNS,ListSubscriptionsByTopic,View,Yes
Amazon SNS,ListEndpointsByPlatformApplication,View,Yes
Amazon SNS,GetEndpointAttributes,View,Yes
Amazon SNS,UntagResource,Delete,Yes
Amazon SNS,ListPhoneNumbersOptedOut,View,Yes
Amazon SNS,ListSubscriptions,View,Yes
Amazon SNS,ListPlatformApplications,View,Yes
Amazon SNS,RemovePermission,Delete,Yes
Amazon SNS,AddPermission,Create,Yes
Amazon SNS,SetTopicAttributes,Create,Yes
Amazon SNS,Publish,Create,Yes
Amazon SNS,TagResource,Create,Yes
Amazon SNS,Subscribe,Create,Yes
Amazon SNS,DeleteEndpoint,Delete,Yes
Amazon SNS,OptInPhoneNumber,Create,Yes
Amazon SNS,GetPlatformApplicationAttributes,View,Yes
Amazon SQS,GetQueueUrl,View,Yes
Amazon SQS,SendMessage,Send,Yes
Amazon SQS,TagQueue,Create,Yes
Amazon SQS,DeleteMessage,Delete,Yes
Amazon SQS,GetQueueAttributes,View,Yes
Amazon SQS,ReceiveMessage,Create,Yes
Amazon SQS,CreateQueue,Create,Yes
Amazon SQS,ListQueues,View,Yes
Amazon SQS,UntagQueue,Delete,Yes
Amazon SQS,ListDeadLetterSourceQueues,View,Yes
Amazon SQS,DeleteQueue,Delete,Yes
Amazon SQS,RemovePermission,Delete,Yes
Amazon SQS,ChangeMessageVisibility,Create,Yes
Amazon SQS,AddPermission,Create,Yes
Amazon SQS,ListQueueTags,View,Yes
Amazon SQS,PurgeQueue,Create,Yes
Amazon SQS,SetQueueAttributes,Create,Yes
Amazon Systems Manager,Start,StartSession,Yes
Amazon Systems Manager,Delete,DeleteMaintenanceWindow,Yes
Amazon Systems Manager,Delete,DeleteParameter,Yes
Amazon Systems Manager,View,DescribeAvailablePatches,Yes
Amazon Systems Manager,Edit,UpdateDocumentMetadata,Yes
Amazon Systems Manager,View,DescribeAutomationExecutions,Yes
Amazon Systems Manager,Create,CreateAssociation,Yes
Amazon Systems Manager,View,DescribePatchProperties,Yes
Amazon Systems Manager,View,DescribeDocumentPermission,Yes
Amazon Systems Manager,View,GetOpsSummary,Yes
Amazon Systems Manager,View,ListCommandInvocations,Yes
Amazon Systems Manager,View,GetPatchBaseline,Yes
Amazon Systems Manager,View,ListAssociations,Yes
Amazon Systems Manager,View,GetOpsItem,Yes
Amazon Systems Manager,View,DescribeMaintenanceWindowSchedule,Yes
Amazon Systems Manager,Edit,UpdateMaintenanceWindow,Yes
Amazon Systems Manager,Edit,PutParameter,Yes
Amazon Systems Manager,Delete,DeleteInventory,Yes
Amazon Systems Manager,Create,UnlabelParameterVersion,Yes
Amazon Systems Manager,Edit,UpdateAssociationStatus,Yes
Amazon Systems Manager,Register,RegisterPatchBaselineForPatchGroup,Yes
Amazon Systems Manager,View,GetServiceSetting,Yes
Amazon Systems Manager,Delete,CancelCommand,Yes
Amazon Systems Manager,Edit,UpdateServiceSetting,Yes
Amazon Systems Manager,View,DescribeMaintenanceWindowExecutions,Yes
Amazon Systems Manager,Delete,CancelMaintenanceWindowExecution,Yes
Amazon Systems Manager,View,GetMaintenanceWindowExecutionTask,Yes
Amazon Systems Manager,View,DescribeEffectivePatchesForPatchBaseline,Yes
Amazon Systems Manager,Delete,DeleteOpsMetadata,Yes
Amazon Systems Manager,View,DescribeMaintenanceWindowExecutionTasks,Yes
Amazon Systems Manager,Create,CreateOpsItem,Yes
Amazon Systems Manager,View,DescribeDocument,Yes
Amazon Systems Manager,View,DescribeMaintenanceWindows,Yes
Amazon Systems Manager,View,DescribePatchGroups,Yes
Amazon Systems Manager,Create,ResumeSession,Yes
Amazon Systems Manager,View,GetMaintenanceWindowExecutionTaskInvocation,Yes
Amazon Systems Manager,View,ListOpsMetadata,Yes
Amazon Systems Manager,Start,StartAutomationExecution,Yes
Amazon Systems Manager,View,GetPatchBaselineForPatchGroup,Yes
Amazon Systems Manager,View,DescribeAssociation,Yes
Amazon Systems Manager,Register,RegisterTaskWithMaintenanceWindow,Yes
Amazon Systems Manager,View,DescribeActivations,Yes
Amazon Systems Manager,Edit,UpdateAssociation,Yes
Amazon Systems Manager,Edit,ResetServiceSetting,Yes
Amazon Systems Manager,View,ListDocuments,Yes
Amazon Systems Manager,Deregister,DeregisterTaskFromMaintenanceWindow,Yes
Amazon Systems Manager,View,DescribeInventoryDeletions,Yes
Amazon Systems Manager,Create,CreateActivation,Yes
Amazon Systems Manager,Start,StartAssociationsOnce,Yes
Amazon Systems Manager,Create,CreateDocument,Yes
Amazon Systems Manager,View,DescribePatchBaselines,Yes
Amazon Systems Manager,View,GetDocument,Yes
Amazon Systems Manager,View,ListResourceComplianceSummaries,Yes
Amazon Systems Manager,View,GetParametersByPath,Yes
Amazon Systems Manager,Delete,DeleteParameters,Yes
Amazon Systems Manager,View,DescribeMaintenanceWindowsForTarget,Yes
Amazon Systems Manager,Delete,DeletePatchBaseline,Yes
Amazon Systems Manager,View,GetInventory,Yes
Amazon Systems Manager,View,DescribeAssociationExecutions,Yes
Amazon Systems Manager,View,GetParameter,Yes
Amazon Systems Manager,Edit,UpdateMaintenanceWindowTask,Yes
Amazon Systems Manager,View,DescribeAutomationStepExecutions,Yes
Amazon Systems Manager,Create,CreateMaintenanceWindow,Yes
Amazon Systems Manager,Edit,UpdateManagedInstanceRole,Yes
Amazon Systems Manager,Delete,DeleteAssociation,Yes
Amazon Systems Manager,Edit,UpdateDocumentDefaultVersion,Yes
Amazon Systems Manager,Delete,DeleteActivation,Yes
Amazon Systems Manager,Edit,UpdateResourceDataSync,Yes
Amazon Systems Manager,Edit,PutComplianceItems,Yes
Amazon Systems Manager,View,GetOpsMetadata,Yes
Amazon Systems Manager,View,GetParameterHistory,Yes
Amazon Systems Manager,Deregister,DeregisterTargetFromMaintenanceWindow,Yes
Amazon Systems Manager,View,ListDocumentVersions,Yes
Amazon Systems Manager,View,DescribeOpsItems,Yes
Amazon Systems Manager,View,DescribeInstanceAssociationsStatus,Yes
Amazon Systems Manager,Delete,RemoveTagsFromResource,Yes
Amazon Systems Manager,View,GetDeployablePatchSnapshotForInstance,Yes
Amazon Systems Manager,View,DescribeInstancePatchStates,Yes
Amazon Systems Manager,Create,CreatePatchBaseline,Yes
Amazon Systems Manager,Edit,UpdateOpsItem,Yes
Amazon Systems Manager,View,DescribeSessions,Yes
Amazon Systems Manager,View,ListOpsItemEvents,Yes
Amazon Systems Manager,Create,CreateAssociationBatch,Yes
Amazon Systems Manager,View,DescribeEffectiveInstanceAssociations,Yes
Amazon Systems Manager,View,ListComplianceItems,Yes
Amazon Systems Manager,Delete,DeleteResourceDataSync,Yes
Amazon Systems Manager,View,GetCalendarState,Yes
Amazon Systems Manager,Deregister,DeregisterManagedInstance,Yes
Amazon Systems Manager,View,DescribeMaintenanceWindowTasks,Yes
Amazon Systems Manager,Stop,StopAutomationExecution,Yes
Amazon Systems Manager,Edit,UpdateOpsMetadata,Yes
Amazon Systems Manager,Create,CreateOpsMetadata,Yes
Amazon Systems Manager,View,DescribeAssociationExecutionTargets,Yes
Amazon Systems Manager,Register,RegisterDefaultPatchBaseline,Yes
Amazon Systems Manager,View,GetMaintenanceWindowExecution,Yes
Amazon Systems Manager,Terminate,TerminateSession,Yes
Amazon Systems Manager,View,DescribeInstancePatchStatesForPatchGroup,Yes
Amazon Systems Manager,View,GetMaintenanceWindow,Yes
Amazon Systems Manager,Send,SendCommand,Yes
Amazon Systems Manager,View,ListInventoryEntries,Yes
Amazon Systems Manager,View,DescribeMaintenanceWindowTargets,Yes
Amazon Systems Manager,Edit,UpdatePatchBaseline,Yes
Amazon Systems Manager,Create,AddTagsToResource,Yes
Amazon Systems Manager,View,GetAutomationExecution,Yes
Amazon Systems Manager,View,DescribeInstancePatches,Yes
Amazon Systems Manager,View,DescribePatchGroupState,Yes
Amazon Systems Manager,Send,SendAutomationSignal,Yes
Amazon Systems Manager,View,ListResourceDataSync,Yes
Amazon Systems Manager,View,ListComplianceSummaries,Yes
Amazon Systems Manager,View,GetConnectionStatus,Yes
Amazon Systems Manager,View,DescribeInstanceInformation,Yes
Amazon Systems Manager,Create,LabelParameterVersion,Yes
Amazon Systems Manager,Register,RegisterTargetWithMaintenanceWindow,Yes
Amazon Systems Manager,Edit,ModifyDocumentPermission,Yes
Amazon Systems Manager,View,GetParameters,Yes
Amazon Systems Manager,View,GetDefaultPatchBaseline,Yes
Amazon Systems Manager,Edit,UpdateDocument,Yes
Amazon Systems Manager,View,ListDocumentMetadataHistory,Yes
Amazon Systems Manager,View,ListAssociationVersions,Yes
Amazon Systems Manager,View,GetMaintenanceWindowTask,Yes
Amazon Systems Manager,View,GetCommandInvocation,Yes
Amazon Systems Manager,View,ListCommands,Yes
Amazon Systems Manager,View,DescribeMaintenanceWindowExecutionTaskInvocations,Yes
Amazon Systems Manager,Edit,UpdateMaintenanceWindowTarget,Yes
Amazon Systems Manager,Edit,PutInventory,Yes
Amazon Systems Manager,Create,CreateResourceDataSync,Yes
Amazon Systems Manager,View,DescribeParameters,Yes
Amazon Systems Manager,View,GetInventorySchema,Yes
Amazon Systems Manager,Start,StartChangeRequestExecution,Yes
Amazon Systems Manager,Deregister,DeregisterPatchBaselineForPatchGroup,Yes
Amazon WAF,GetPermissionPolicy,View,Yes
Amazon WAF,UpdateRegexPatternSet,Edit,Yes
Amazon WAF,DeleteByteMatchSet,Delete,Yes
Amazon WAF,UpdateSizeConstraintSet,Edit,Yes
Amazon WAF,DeleteRuleGroup,Delete,Yes
Amazon WAF,GetXssMatchSet,View,Yes
Amazon WAF,UpdateRegexMatchSet,Edit,Yes
Amazon WAF,DeleteWebACL,Delete,Yes
Amazon WAF,ListSubscribedRuleGroups,View,Yes
Amazon WAF,UpdateSqlInjectionMatchSet,Edit,Yes
Amazon WAF,DeleteRegexPatternSet,Delete,Yes
Amazon WAF,CreateRule,Create,Yes
Amazon WAF,CreateSizeConstraintSet,Create,Yes
Amazon WAF,ListByteMatchSets,View,Yes
Amazon WAF,CreateWebACLMigrationStack,Create,Yes
Amazon WAF,UpdateRule,Edit,Yes
Amazon WAF,UpdateByteMatchSet,Edit,Yes
Amazon WAF,PutPermissionPolicy,Edit,Yes
Amazon WAF,GetGeoMatchSet,View,Yes
Amazon WAF,DeleteRateBasedRule,Delete,Yes
Amazon WAF,CreateRegexMatchSet,Create,Yes
