AWS App Name,Action Name,Connector Activity Name,Browser and API Traffic
Amazon WAF,DeleteSqlInjectionMatchSet,Delete,Yes
Amazon WAF,GetLoggingConfiguration,View,Yes
Amazon WAF,UpdateXssMatchSet,Edit,Yes
Amazon WAF,UpdateGeoMatchSet,Edit,Yes
Amazon WAF,CreateRuleGroup,Create,Yes
Amazon WAF,GetRegexPatternSet,View,Yes
Amazon WAF,ListRateBasedRules,View,Yes
Amazon WAF,GetRule,View,Yes
Amazon WAF,DeletePermissionPolicy,Delete,Yes
Amazon WAF,GetSampledRequests,View,Yes
Amazon WAF,DeleteSizeConstraintSet,Delete,Yes
Amazon WAF,DeleteGeoMatchSet,Delete,Yes
Amazon WAF,DeleteXssMatchSet,Delete,Yes
Amazon WAF,ListTagsForResource,View,Yes
Amazon WAF,GetWebACL,View,Yes
Amazon WAF,PutLoggingConfiguration,Edit,Yes
Amazon WAF,ListLoggingConfigurations,View,Yes
Amazon WAF,ListActivatedRulesInRuleGroup,View,Yes
Amazon WAF,UpdateIPSet,Edit,Yes
Amazon WAF,DeleteIPSet,Delete,Yes
Amazon WAF,ListRegexPatternSets,View,Yes
Amazon WAF,DeleteRule,Delete,Yes
Amazon WAF,UpdateRateBasedRule,Edit,Yes
Amazon WAF,GetRegexMatchSet,View,Yes
Amazon WAF,ListSizeConstraintSets,View,Yes
Amazon WAF,GetRateBasedRuleManagedKeys,View,Yes
Amazon WAF,ListRuleGroups,View,Yes
Amazon WAF,UntagResource,Delete,Yes
Amazon WAF,GetChangeTokenStatus,View,Yes
Amazon WAF,GetSizeConstraintSet,View,Yes
Amazon WAF,GetChangeToken,View,Yes
Amazon WAF,ListWebACLs,View,Yes
Amazon WAF,CreateXssMatchSet,Create,Yes
Amazon WAF,ListRules,View,Yes
Amazon WAF,CreateRateBasedRule,Create,Yes
Amazon WAF,GetSqlInjectionMatchSet,View,Yes
Amazon WAF,GetIPSet,View,Yes
Amazon WAF,UpdateWebACL,Edit,Yes
Amazon WAF,GetRuleGroup,View,Yes
Amazon WAF,ListIPSets,View,Yes
Amazon WAF,CreateByteMatchSet,Create,Yes
Amazon WAF,CreateRegexPatternSet,Create,Yes
Amazon WAF,GetRateBasedRule,View,Yes
Amazon WAF,ListXssMatchSets,View,Yes
Amazon WAF,ListRegexMatchSets,View,Yes
Amazon WAF,ListSqlInjectionMatchSets,View,Yes
Amazon WAF,DeleteRegexMatchSet,Delete,Yes
Amazon WAF,GetByteMatchSet,View,Yes
Amazon WAF,UpdateRuleGroup,Edit,Yes
Amazon WAF,CreateGeoMatchSet,Create,Yes
Amazon WAF,CreateSqlInjectionMatchSet,Create,Yes
Amazon WAF,CreateWebACL,Create,Yes
Amazon WAF,CreateIPSet,Create,Yes
Amazon WAF,TagResource,Create,Yes
Amazon WAF,ListGeoMatchSets,View,Yes
Amazon WAF,DeleteLoggingConfiguration,Delete,Yes
Amazon WAF Regional,GetIPSet,View,Yes
Amazon WAF Regional,GetGeoMatchSet,View,Yes
Amazon WAF Regional,DisassociateWebACL,Delete,Yes
Amazon WAF Regional,DeleteRule,Delete,Yes
Amazon WAF Regional,GetRegexPatternSet,View,Yes
Amazon WAF Regional,CreateIPSet,Create,Yes
Amazon WAF Regional,PutLoggingConfiguration,Edit,Yes
Amazon WAF Regional,DeleteXssMatchSet,Delete,Yes
Amazon WAF Regional,ListRateBasedRules,View,Yes
Amazon WAF Regional,UpdateSqlInjectionMatchSet,Edit,Yes
Amazon WAF Regional,CreateByteMatchSet,Create,Yes
Amazon WAF Regional,CreateRule,Create,Yes
Amazon WAF Regional,UpdateRateBasedRule,Edit,Yes
Amazon WAF Regional,GetPermissionPolicy,View,Yes
Amazon WAF Regional,ListIPSets,View,Yes
Amazon WAF Regional,DeleteLoggingConfiguration,Delete,Yes
Amazon WAF Regional,DeletePermissionPolicy,Delete,Yes
Amazon WAF Regional,ListRules,View,Yes
Amazon WAF Regional,ListActivatedRulesInRuleGroup,View,Yes
Amazon WAF Regional,GetWebACLForResource,View,Yes
Amazon WAF Regional,ListSqlInjectionMatchSets,View,Yes
Amazon WAF Regional,GetRateBasedRuleManagedKeys,View,Yes
Amazon WAF Regional,UpdateGeoMatchSet,Edit,Yes
Amazon WAF Regional,GetByteMatchSet,View,Yes
Amazon WAF Regional,TagResource,Create,Yes
Amazon WAF Regional,ListRuleGroups,View,Yes
Amazon WAF Regional,UpdateIPSet,Edit,Yes
Amazon WAF Regional,GetChangeTokenStatus,View,Yes
Amazon WAF Regional,GetSampledRequests,View,Yes
Amazon WAF Regional,ListRegexMatchSets,View,Yes
Amazon WAF Regional,ListWebACLs,View,Yes
Amazon WAF Regional,DeleteGeoMatchSet,Delete,Yes
Amazon WAF Regional,UpdateWebACL,Edit,Yes
Amazon WAF Regional,DeleteSizeConstraintSet,Delete,Yes
Amazon WAF Regional,CreateGeoMatchSet,Create,Yes
Amazon WAF Regional,PutPermissionPolicy,Edit,Yes
Amazon WAF Regional,CreateXssMatchSet,Create,Yes
Amazon WAF Regional,GetLoggingConfiguration,View,Yes
Amazon WAF Regional,GetRateBasedRule,View,Yes
Amazon WAF Regional,UpdateXssMatchSet,Edit,Yes
Amazon WAF Regional,DeleteIPSet,Delete,Yes
Amazon WAF Regional,DeleteSqlInjectionMatchSet,Delete,Yes
Amazon WAF Regional,CreateSqlInjectionMatchSet,Create,Yes
Amazon WAF Regional,DeleteWebACL,Delete,Yes
Amazon WAF Regional,ListXssMatchSets,View,Yes
Amazon WAF Regional,GetXssMatchSet,View,Yes
Amazon WAF Regional,ListResourcesForWebACL,View,Yes
Amazon WAF Regional,UpdateRegexMatchSet,Edit,Yes
Amazon WAF Regional,UpdateByteMatchSet,Edit,Yes
Amazon WAF Regional,ListByteMatchSets,View,Yes
Amazon WAF Regional,ListGeoMatchSets,View,Yes
Amazon WAF Regional,ListLoggingConfigurations,View,Yes
Amazon WAF Regional,UpdateSizeConstraintSet,Edit,Yes
Amazon WAF Regional,UpdateRule,Edit,Yes
Amazon WAF Regional,GetSizeConstraintSet,View,Yes
Amazon WAF Regional,UpdateRegexPatternSet,Edit,Yes
Amazon WAF Regional,CreateRateBasedRule,Create,Yes
Amazon WAF Regional,ListSizeConstraintSets,View,Yes
Amazon WAF Regional,CreateWebACL,Create,Yes
Amazon WAF Regional,DeleteRuleGroup,Delete,Yes
Amazon WAF Regional,ListTagsForResource,View,Yes
Amazon WAF Regional,ListRegexPatternSets,View,Yes
Amazon WAF Regional,CreateWebACLMigrationStack,Create,Yes
Amazon WAF Regional,GetRuleGroup,View,Yes
Amazon WAF Regional,DeleteRegexMatchSet,Delete,Yes
Amazon WAF Regional,GetWebACL,View,Yes
Amazon WAF Regional,GetRegexMatchSet,View,Yes
Amazon WAF Regional,GetSqlInjectionMatchSet,View,Yes
Amazon WAF Regional,CreateRegexMatchSet,Create,Yes
Amazon WAF Regional,DeleteByteMatchSet,Delete,Yes
Amazon WAF Regional,ListSubscribedRuleGroups,View,Yes
Amazon WAF Regional,AssociateWebACL,Create,Yes
Amazon WAF Regional,CreateRuleGroup,Create,Yes
Amazon WAF Regional,UntagResource,Delete,Yes
Amazon WAF Regional,DeleteRateBasedRule,Delete,Yes
Amazon WAF Regional,CreateSizeConstraintSet,Create,Yes
Amazon WAF Regional,DeleteRegexPatternSet,Delete,Yes
Amazon WAF Regional,UpdateRuleGroup,Edit,Yes
Amazon WAF Regional,CreateRegexPatternSet,Create,Yes
Amazon WAF Regional,GetChangeToken,View,Yes
Amazon WAF Regional,GetRule,View,Yes
Amazon WAFV2,ListResourcesForWebACL,View,Yes
Amazon WAFV2,DeleteIPSet,Delete,Yes
Amazon WAFV2,CreateWebACL,Create,Yes
Amazon WAFV2,UpdateRuleGroup,Edit,Yes
Amazon WAFV2,UpdateRegexPatternSet,Edit,Yes
Amazon WAFV2,ListRuleGroups,View,Yes
Amazon WAFV2,ListIPSets,View,Yes
Amazon WAFV2,DeleteLoggingConfiguration,Delete,Yes
Amazon WAFV2,CreateRegexPatternSet,Create,Yes
Amazon WAFV2,DeleteWebACL,Delete,Yes
Amazon WAFV2,DeleteRegexPatternSet,Delete,Yes
Amazon WAFV2,GetLoggingConfiguration,View,Yes
Amazon WAFV2,DescribeManagedRuleGroup,View,Yes
Amazon WAFV2,UpdateIPSet,Edit,Yes
Amazon WAFV2,UntagResource,Delete,Yes
Amazon WAFV2,GetWebACL,View,Yes
Amazon WAFV2,CreateIPSet,Create,Yes
Amazon WAFV2,CheckCapacity,Create,Yes
Amazon WAFV2,CreateRuleGroup,Create,Yes
Amazon WAFV2,GetRateBasedStatementManagedKeys,View,Yes
Amazon WAFV2,GetPermissionPolicy,View,Yes
Amazon WAFV2,PutLoggingConfiguration,Edit,Yes
Amazon WAFV2,ListAvailableManagedRuleGroups,View,Yes
Amazon WAFV2,GetSampledRequests,View,Yes
Amazon WAFV2,ListLoggingConfigurations,View,Yes
Amazon WAFV2,GetWebACLForResource,View,Yes
Amazon WAFV2,DeleteRuleGroup,Delete,Yes
Amazon WAFV2,GetRuleGroup,View,Yes
Amazon WAFV2,ListRegexPatternSets,View,Yes
Amazon WAFV2,GetIPSet,View,Yes
Amazon WAFV2,DisassociateWebACL,Delete,Yes
Amazon WAFV2,ListTagsForResource,View,Yes
Amazon WAFV2,UpdateWebACL,Edit,Yes
Amazon WAFV2,ListWebACLs,View,Yes
Amazon WAFV2,DeletePermissionPolicy,Delete,Yes
Amazon WAFV2,DeleteFirewallManagerRuleGroups,Delete,Yes
Amazon WAFV2,GetRegexPatternSet,View,Yes
Amazon WAFV2,TagResource,Create,Yes
Amazon WAFV2,AssociateWebACL,Create,Yes
Amazon WAFV2,PutPermissionPolicy,Edit,Yes
Amazon WorkDocs,CreateLabels,Create,Yes
Amazon WorkDocs,DeleteLabels,Delete,Yes
Amazon WorkDocs,RemoveResourcePermission,Delete,Yes
Amazon WorkDocs,GetCurrentUser,View,Yes
Amazon WorkDocs,CreateComment,Create,Yes
Amazon WorkDocs,UpdateDocumentVersion,Edit,Yes
Amazon WorkDocs,GetDocumentVersion,View,Yes
Amazon WorkDocs,AbortDocumentVersionUpload,Delete,Yes
Amazon WorkDocs,CreateNotificationSubscription,Create,Yes
Amazon WorkDocs,DescribeNotificationSubscriptions,View,Yes
Amazon WorkDocs,CreateCustomMetadata,Create,Yes
Amazon WorkDocs,DeleteCustomMetadata,Delete,Yes
Amazon WorkDocs,GetResources,View,Yes
Amazon WorkDocs,DescribeDocumentVersions,View,Yes
Amazon WorkDocs,ActivateUser,Activate,Yes
Amazon WorkDocs,DeactivateUser,Delete,Yes
Amazon WorkDocs,DescribeFolderContents,View,Yes
Amazon WorkDocs,DeleteFolderContents,Delete,Yes
Amazon WorkDocs,CreateFolder,Create,Yes
Amazon WorkDocs,InitiateDocumentVersionUpload,Create,Yes
Amazon WorkDocs,UpdateFolder,Edit,Yes
Amazon WorkDocs,GetFolder,View,Yes
Amazon WorkDocs,DeleteFolder,Delete,Yes
Amazon WorkDocs,GetFolderPath,View,Yes
Amazon WorkDocs,AddResourcePermissions,Create,Yes
Amazon WorkDocs,RemoveAllResourcePermissions,Delete,Yes
Amazon WorkDocs,DescribeResourcePermissions,View,Yes
Amazon WorkDocs,DescribeComments,View,Yes
Amazon WorkDocs,UpdateDocument,Edit,Yes
Amazon WorkDocs,GetDocument,View,Yes
Amazon WorkDocs,DeleteDocument,Delete,Yes
Amazon WorkDocs,DescribeActivities,View,Yes
Amazon WorkDocs,DeleteComment,Delete,Yes
Amazon WorkDocs,CreateUser,Create,Yes
Amazon WorkDocs,DescribeUsers,View,Yes
Amazon WorkDocs,DescribeRootFolders,View,Yes
Amazon WorkDocs,UpdateUser,Edit,Yes
Amazon WorkDocs,DeleteUser,Delete,Yes
Amazon WorkDocs,DescribeGroups,View,Yes
Amazon WorkDocs,DeleteNotificationSubscription,Delete,Yes
Amazon WorkDocs,GetDocumentPath,View,Yes
Amazon WorkSpaces,ModifyWorkspaceAccessProperties,Edit,API Only
Amazon WorkSpaces,ListAvailableManagementCidrRanges,View,API Only
Amazon WorkSpaces,AssociateIpGroups,Create,API Only
Amazon WorkSpaces,StopWorkspaces,Stop,API Only
Amazon WorkSpaces,ModifyWorkspaceCreationProperties,Edit,API Only
Amazon WorkSpaces,DescribeClientProperties,View,API Only
Amazon WorkSpaces,UpdateWorkspaceBundle,Edit,API Only
Amazon WorkSpaces,DisassociateIpGroups,Delete,API Only
Amazon WorkSpaces,DescribeWorkspaceImagePermissions,View,API Only
Amazon WorkSpaces,DescribeWorkspaceImages,View,API Only
Amazon WorkSpaces,CreateIpGroup,Create,API Only
Amazon WorkSpaces,AssociateConnectionAlias,Create,API Only
Amazon WorkSpaces,AuthorizeIpRules,Create,API Only
Amazon WorkSpaces,DisassociateConnectionAlias,Delete,API Only
Amazon WorkSpaces,MigrateWorkspace,Create,API Only
Amazon WorkSpaces,ModifySelfservicePermissions,Edit,API Only
Amazon WorkSpaces,CreateTags,Create,API Only
Amazon WorkSpaces,CreateWorkspaces,Create,API Only
Amazon WorkSpaces,DescribeWorkspaces,View,API Only
Amazon WorkSpaces,DeleteWorkspaceImage,Delete,API Only
Amazon WorkSpaces,DescribeIpGroups,View,API Only
Amazon WorkSpaces,UpdateRulesOfIpGroup,Edit,API Only
Amazon WorkSpaces,CreateWorkspaceBundle,Create,API Only
Amazon WorkSpaces,DeleteTags,Delete,API Only
Amazon WorkSpaces,DeleteConnectionAlias,Delete,API Only
Amazon WorkSpaces,CopyWorkspaceImage,Copy,API Only
Amazon WorkSpaces,DescribeWorkspaceSnapshots,View,API Only
Amazon WorkSpaces,RegisterWorkspaceDirectory,Register,API Only
Amazon WorkSpaces,RevokeIpRules,Delete,API Only
Amazon WorkSpaces,ModifyAccount,Edit,API Only
Amazon WorkSpaces,ModifyWorkspaceProperties,Edit,API Only
Amazon WorkSpaces,ModifyClientProperties,Edit,API Only
Amazon WorkSpaces,DescribeTags,View,API Only
Amazon WorkSpaces,StartWorkspaces,Start,API Only
Amazon WorkSpaces,DescribeWorkspaceDirectories,View,API Only
Amazon WorkSpaces,DeleteWorkspaceBundle,Delete,API Only
Amazon WorkSpaces,UpdateWorkspaceImagePermission,Edit,API Only
Amazon WorkSpaces,RebootWorkspaces,Reboot,API Only
Amazon WorkSpaces,TerminateWorkspaces,Terminate,API Only
Amazon WorkSpaces,ImportWorkspaceImage,Create,API Only
Amazon WorkSpaces,DeleteIpGroup,Delete,API Only
Amazon WorkSpaces,UpdateConnectionAliasPermission,Edit,API Only
Amazon WorkSpaces,RestoreWorkspace,Create,API Only
Amazon WorkSpaces,DescribeAccount,View,API Only
Amazon WorkSpaces,DescribeAccountModifications,View,API Only
Amazon WorkSpaces,ModifyWorkspaceState,Edit,API Only
Amazon WorkSpaces,DescribeWorkspaceBundles,View,API Only
Amazon WorkSpaces,DescribeConnectionAliases,View,API Only
Amazon WorkSpaces,DescribeConnectionAliasPermissions,View,API Only
Amazon WorkSpaces,DescribeWorkspacesConnectionStatus,View,API Only
Amazon WorkSpaces,RebuildWorkspaces,Create,API Only
Amazon WorkSpaces,CreateConnectionAlias,Create,API Only
Amazon WorkSpaces,DeregisterWorkspaceDirectory,Deregister,API Only
Amazon IoT SiteWise,AssociateAssets,Create,Yes
Amazon IoT SiteWise,AssociateProjectAssets,Create,Yes
Amazon IoT SiteWise,DisassociateProjectAssets,Delete,Yes
Amazon IoT SiteWise,PutAssetPropertyValue,Edit,Yes
Amazon IoT SiteWise,CreateAccessPolicy,Create,Yes
Amazon IoT SiteWise,ListAccessPolicies,View,Yes
Amazon IoT SiteWise,CreateAsset,Create,Yes
Amazon IoT SiteWise,ListAssets,View,Yes
Amazon IoT SiteWise,CreateAssetModel,Create,Yes
Amazon IoT SiteWise,ListAssetModels,View,Yes
Amazon IoT SiteWise,CreateDashboard,Create,Yes
Amazon IoT SiteWise,CreateGateway,Create,Yes
Amazon IoT SiteWise,ListGateways,View,Yes
Amazon IoT SiteWise,CreatePortal,Create,Yes
Amazon IoT SiteWise,ListPortals,View,Yes
Amazon IoT SiteWise,CreateProject,Create,Yes
Amazon IoT SiteWise,DeleteAccessPolicy,Delete,Yes
Amazon IoT SiteWise,DescribeAccessPolicy,View,Yes
Amazon IoT SiteWise,UpdateAccessPolicy,Edit,Yes
Amazon IoT SiteWise,DeleteAsset,Delete,Yes
Amazon IoT SiteWise,DescribeAsset,View,Yes
Amazon IoT SiteWise,UpdateAsset,Edit,Yes
Amazon IoT SiteWise,DeleteAssetModel,Delete,Yes
Amazon IoT SiteWise,DescribeAssetModel,View,Yes
Amazon IoT SiteWise,UpdateAssetModel,Edit,Yes
Amazon IoT SiteWise,DeleteDashboard,Delete,Yes
Amazon IoT SiteWise,DescribeDashboard,View,Yes
Amazon IoT SiteWise,UpdateDashboard,Edit,Yes
Amazon IoT SiteWise,DeleteGateway,Delete,Yes
Amazon IoT SiteWise,DescribeGateway,View,Yes
Amazon IoT SiteWise,UpdateGateway,Edit,Yes
Amazon IoT SiteWise,DeletePortal,Delete,Yes
Amazon IoT SiteWise,DescribePortal,View,Yes
Amazon IoT SiteWise,UpdatePortal,Edit,Yes
Amazon IoT SiteWise,DeleteProject,Delete,Yes
Amazon IoT SiteWise,DescribeProject,View,Yes
Amazon IoT SiteWise,UpdateProject,Edit,Yes
Amazon IoT SiteWise,DescribeAssetProperty,View,Yes
Amazon IoT SiteWise,UpdateAssetProperty,Edit,Yes
Amazon IoT SiteWise,DescribeDefaultEncryptionConfiguration,View,Yes
Amazon IoT SiteWise,PutDefaultEncryptionConfiguration,Edit,Yes
Amazon IoT SiteWise,DescribeGatewayCapabilityConfiguration,View,Yes
Amazon IoT SiteWise,DescribeLoggingOptions,View,Yes
Amazon IoT SiteWise,PutLoggingOptions,Edit,Yes
Amazon IoT SiteWise,DescribeStorageConfiguration,View,Yes
Amazon IoT SiteWise,PutStorageConfiguration,Edit,Yes
Amazon IoT SiteWise,DisassociateAssets,Delete,Yes
Amazon IoT SiteWise,GetAssetPropertyAggregates,View,Yes
Amazon IoT SiteWise,GetAssetPropertyValue,View,Yes
Amazon IoT SiteWise,GetAssetPropertyValueHistory,View,Yes
Amazon IoT SiteWise,GetInterpolatedAssetPropertyValues,View,Yes
Amazon IoT SiteWise,ListAssetRelationships,View,Yes
Amazon IoT SiteWise,ListAssociatedAssets,View,Yes
Amazon IoT SiteWise,ListDashboards,View,Yes
Amazon IoT SiteWise,ListProjectAssets,View,Yes
Amazon IoT SiteWise,ListProjects,View,Yes
Amazon IoT SiteWise,ListTagsForResource,View,Yes
Amazon IoT SiteWise,TagResource,Create,Yes
Amazon IoT SiteWise,UntagResource,Delete,Yes
Amazon IoT SiteWise,UpdateGatewayCapabilityConfiguration,Edit,Yes
Amazon Elemental MediaPackage,ConfigureLogs,Edit,Yes
Amazon Elemental MediaPackage,CreateChannel,Create,Yes
Amazon Elemental MediaPackage,ListChannels,View,Yes
Amazon Elemental MediaPackage,CreateHarvestJob,Create,Yes
Amazon Elemental MediaPackage,ListHarvestJobs,View,Yes
Amazon Elemental MediaPackage,CreateOriginEndpoint,Create,Yes
Amazon Elemental MediaPackage,ListOriginEndpoints,View,Yes
Amazon Elemental MediaPackage,DeleteChannel,Delete,Yes
Amazon Elemental MediaPackage,DescribeChannel,View,Yes
Amazon Elemental MediaPackage,UpdateChannel,Edit,Yes
Amazon Elemental MediaPackage,DeleteOriginEndpoint,Delete,Yes
Amazon Elemental MediaPackage,DescribeOriginEndpoint,View,Yes
Amazon Elemental MediaPackage,UpdateOriginEndpoint,Edit,Yes
Amazon Elemental MediaPackage,DescribeHarvestJob,View,Yes
Amazon Elemental MediaPackage,ListTagsForResource,View,Yes
Amazon Elemental MediaPackage,TagResource,Create,Yes
Amazon Elemental MediaPackage,RotateChannelCredentials,Edit,Yes
Amazon Elemental MediaPackage,RotateIngestEndpointCredentials,Edit,Yes
Amazon Elemental MediaPackage,UntagResource,Delete,Yes
Amazon Cognito Identity,CreateIdentityPool,Create,Yes
Amazon Cognito Identity,DeleteIdentities,Delete,Yes
Amazon Cognito Identity,DeleteIdentityPool,Delete,Yes
Amazon Cognito Identity,DescribeIdentity,View,Yes
Amazon Cognito Identity,DescribeIdentityPool,View,Yes
Amazon Cognito Identity,GetCredentialsForIdentity,View,Yes
Amazon Cognito Identity,GetId,View,Yes
Amazon Cognito Identity,GetIdentityPoolRoles,View,Yes
Amazon Cognito Identity,GetOpenIdToken,View,Yes
Amazon Cognito Identity,GetOpenIdTokenForDeveloperIdentity,View,Yes
Amazon Cognito Identity,GetPrincipalTagAttributeMap,View,Yes
Amazon Cognito Identity,ListIdentities,View,Yes
Amazon Cognito Identity,ListIdentityPools,View,Yes
Amazon Cognito Identity,ListTagsForResource,View,Yes
Amazon Cognito Identity,LookupDeveloperIdentity,Create,Yes
Amazon Cognito Identity,MergeDeveloperIdentities,Create,Yes
Amazon Cognito Identity,SetIdentityPoolRoles,Create,Yes
Amazon Cognito Identity,SetPrincipalTagAttributeMap,Create,Yes
Amazon Cognito Identity,TagResource,Create,Yes
Amazon Cognito Identity,UnlinkDeveloperIdentity,Create,Yes
Amazon Cognito Identity,UnlinkIdentity,Create,Yes
Amazon Cognito Identity,UntagResource,Delete,Yes
Amazon Cognito Identity,UpdateIdentityPool,Edit,Yes
Amazon Compute Optimizer,DescribeRecommendationExportJobs,View,Yes
Amazon Compute Optimizer,ExportAutoScalingGroupRecommendations,View,Yes
Amazon Compute Optimizer,ExportEBSVolumeRecommendations,View,Yes
Amazon Compute Optimizer,ExportECInstanceRecommendations,View,Yes
Amazon Compute Optimizer,ExportLambdaFunctionRecommendations,View,Yes
Amazon Compute Optimizer,GetAutoScalingGroupRecommendations,View,Yes
Amazon Compute Optimizer,GetEBSVolumeRecommendations,View,Yes
Amazon Compute Optimizer,GetECInstanceRecommendations,View,Yes
Amazon Compute Optimizer,GetECRecommendationProjectedMetrics,View,Yes
Amazon Compute Optimizer,GetEnrollmentStatus,View,Yes
Amazon Compute Optimizer,GetEnrollmentStatusesForOrganization,View,Yes
Amazon Compute Optimizer,GetLambdaFunctionRecommendations,View,Yes
Amazon Compute Optimizer,GetRecommendationSummaries,View,Yes
Amazon Compute Optimizer,UpdateEnrollmentStatus,Edit,Yes
Amazon SecurityHub,AcceptAdministratorInvitation,Approve,Yes
Amazon SecurityHub,GetAdministratorAccount,View,Yes
Amazon SecurityHub,AcceptInvitation,Approve,Yes
Amazon SecurityHub,GetMasterAccount,View,Yes
Amazon SecurityHub,DisableStandards,Edit,Yes
Amazon SecurityHub,EnableStandards,Enable,Yes
Amazon SecurityHub,ImportFindings,Create,Yes
Amazon SecurityHub,UpdateFindings,Edit,Yes
Amazon SecurityHub,CreateActionTarget,Create,Yes
